Index,Before,After,Bit,Diff
340296,139,138,0,-1
666243,109,108,0,-1
339360,137,136,0,-1
764848,97,96,0,-1
741473,225,224,0,-1
192814,91,90,0,-1
50487,63,62,0,-1
263142,117,116,0,-1
631021,123,122,0,-1
455944,103,102,0,-1
672772,147,146,0,-1
181100,243,242,0,-1
85482,163,162,0,-1
739932,109,108,0,-1
137762,245,244,0,-1
572858,213,212,0,-1
669635,91,90,0,-1
169344,117,116,0,-1
301013,235,234,0,-1
122295,143,142,0,-1
457326,55,54,0,-1
549396,185,184,0,-1
528990,121,120,0,-1
229860,71,70,0,-1
294855,151,150,0,-1
299040,67,66,0,-1
221721,69,68,0,-1
779201,203,202,0,-1
12036,89,88,0,-1
567950,223,222,0,-1
717045,93,92,0,-1
616271,193,192,0,-1
471912,69,68,0,-1
101521,161,160,0,-1
662059,47,46,0,-1
399,145,144,0,-1
322693,157,156,0,-1
689918,169,168,0,-1
259593,67,66,0,-1
324861,133,132,0,-1
185379,83,82,0,-1
128809,183,182,0,-1
327762,89,88,0,-1
593670,157,156,0,-1
425168,83,82,0,-1
605255,151,150,0,-1
96612,77,76,0,-1
491349,131,130,0,-1
684068,187,186,0,-1
613870,97,96,0,-1
103812,117,116,0,-1
664546,79,78,0,-1
141504,213,212,0,-1
389166,55,54,0,-1
322972,31,30,0,-1
74964,119,118,0,-1
603091,215,214,0,-1
83197,55,54,0,-1
423293,235,234,0,-1
384856,25,24,0,-1
561630,169,168,0,-1
46654,27,26,0,-1
404581,39,38,0,-1
323658,67,66,0,-1
230614,41,40,0,-1
407231,183,182,0,-1
214532,111,110,0,-1
506224,129,128,0,-1
242346,121,120,0,-1
659861,155,154,0,-1
411001,157,156,0,-1
206251,129,128,0,-1
164511,121,120,0,-1
623965,85,84,0,-1
118418,237,236,0,-1
650108,195,194,0,-1
446865,131,130,0,-1
462958,47,46,0,-1
118690,51,50,0,-1
360488,87,86,0,-1
637005,71,70,0,-1
34400,79,78,0,-1
449827,125,124,0,-1
759011,173,172,0,-1
8334,77,76,0,-1
677062,109,108,0,-1
52512,79,78,0,-1
420206,231,230,0,-1
476412,71,70,0,-1
372663,85,84,0,-1
630874,35,34,0,-1
178862,103,102,0,-1
254232,105,104,0,-1
343722,101,100,0,-1
556536,91,90,0,-1
518560,173,172,0,-1
633743,229,228,0,-1
678520,115,114,0,-1
680463,129,128,0,-1
733064,205,204,0,-1
330953,221,220,0,-1
402599,235,234,0,-1
94718,233,232,0,-1
665258,227,226,0,-1
545294,171,170,0,-1
770048,215,214,0,-1
268458,119,118,0,-1
520256,223,222,0,-1
539068,139,138,0,-1
736958,219,218,0,-1
456386,163,162,0,-1
349970,201,200,0,-1
708378,85,84,0,-1
337952,151,150,0,-1
186151,27,26,0,-1
83465,165,164,0,-1
636115,41,40,0,-1
704985,69,68,0,-1
323021,91,90,0,-1
486014,105,104,0,-1
782513,205,204,0,-1
529294,137,136,0,-1
662284,67,66,0,-1
496847,115,114,0,-1
205515,135,134,0,-1
459344,181,180,0,-1
708668,209,208,0,-1
171736,81,80,0,-1
445611,111,110,0,-1
252358,109,108,0,-1
518626,187,186,0,-1
511486,129,128,0,-1
602697,93,92,0,-1
167066,195,194,0,-1
346216,61,60,0,-1
198414,105,104,0,-1
392008,67,66,0,-1
83348,99,98,0,-1
537810,71,70,0,-1
150387,141,140,0,-1
340762,129,128,0,-1
168196,95,94,0,-1
298522,17,16,0,-1
747299,205,204,0,-1
266418,85,84,0,-1
107921,97,96,0,-1
568282,133,132,0,-1
578502,179,178,0,-1
662268,81,80,0,-1
604041,91,90,0,-1
691764,133,132,0,-1
572842,133,132,0,-1
73131,121,120,0,-1
423431,229,228,0,-1
652577,91,90,0,-1
48921,119,118,0,-1
340396,217,216,0,-1
729196,141,140,0,-1
454589,209,208,0,-1
337516,41,40,0,-1
457416,51,50,0,-1
683373,59,58,0,-1
146015,173,172,0,-1
164670,119,118,0,-1
6283,159,158,0,-1
785034,121,120,0,-1
421100,165,164,0,-1
385853,173,172,0,-1
243875,207,206,0,-1
299876,97,96,0,-1
288398,179,178,0,-1
700859,209,208,0,-1
450294,79,78,0,-1
610373,203,202,0,-1
493640,213,212,0,-1
71696,235,234,0,-1
373756,21,20,0,-1
122571,117,116,0,-1
575228,219,218,0,-1
364907,209,208,0,-1
212022,69,68,0,-1
181610,139,138,0,-1
754087,103,102,0,-1
598747,231,230,0,-1
501460,41,40,0,-1
500318,157,156,0,-1
466144,53,52,0,-1
566024,219,218,0,-1
554765,169,168,0,-1
134491,121,120,0,-1
526455,193,192,0,-1
334593,125,124,0,-1
388599,121,120,0,-1
209061,113,112,0,-1
296188,131,130,0,-1
436594,81,80,0,-1
420892,71,70,0,-1
372261,81,80,0,-1
72567,61,60,0,-1
185425,37,36,0,-1
639328,87,86,0,-1
620328,63,62,0,-1
245571,107,106,0,-1
390505,123,122,0,-1
549484,193,192,0,-1
369530,205,204,0,-1
653323,91,90,0,-1
306899,203,202,0,-1
547145,177,176,0,-1
143771,225,224,0,-1
764840,197,196,0,-1
50479,127,126,0,-1
528982,99,98,0,-1
779193,91,90,0,-1
730272,89,88,0,-1
324853,133,132,0,-1
267020,193,192,0,-1
630496,183,182,0,-1
651987,137,136,0,-1
273856,101,100,0,-1
409616,195,194,0,-1
483910,69,68,0,-1
243867,123,122,0,-1
360042,85,84,0,-1
700851,93,92,0,-1
527836,185,184,0,-1
185417,151,150,0,-1
245563,111,110,0,-1
764832,95,94,0,-1
80287,19,18,0,-1
385775,163,162,0,-1
388036,169,168,0,-1
423353,239,238,0,-1
9317,171,170,0,-1
713827,129,128,0,-1
680944,83,82,0,-1
108391,117,116,0,-1
107937,115,114,0,-1
283986,113,112,0,-1
385783,59,58,0,-1
781340,223,222,0,-1
80303,145,144,0,-1
56717,165,164,0,-1
509859,125,124,0,-1
644987,107,106,0,-1
693366,133,132,0,-1
296772,121,120,0,-1
601725,81,80,0,-1
176801,237,236,0,-1
266434,87,86,0,-1
616483,105,104,0,-1
570092,165,164,0,-1
254521,51,50,0,-1
240827,203,202,0,-1
17921,223,222,0,-1
149913,129,128,0,-1
398721,133,132,0,-1
34213,29,28,0,-1
772239,115,114,0,-1
502296,85,84,0,-1
601062,97,96,0,-1
661793,191,190,0,-1
553156,45,44,0,-1
712892,181,180,0,-1
340614,57,56,0,-1
378163,51,50,0,-1
282651,65,64,0,-1
649253,221,220,0,-1
514425,123,122,0,-1
423361,189,188,0,-1
620934,97,96,0,-1
700099,105,104,0,-1
508600,89,88,0,-1
460526,115,114,0,-1
10035,111,110,0,-1
42467,225,224,0,-1
151235,97,96,0,-1
586900,145,144,0,-1
9325,103,102,0,-1
301306,79,78,0,-1
257025,73,72,0,-1
611644,75,74,0,-1
227931,73,72,0,-1
665176,103,102,0,-1
713835,103,102,0,-1
314486,73,72,0,-1
734101,83,82,0,-1
317326,91,90,0,-1
204728,199,198,0,-1
743194,169,168,0,-1
322499,235,234,0,-1
470590,81,80,0,-1
588499,47,46,0,-1
353238,135,134,0,-1
700490,219,218,0,-1
33259,145,144,0,-1
608804,207,206,0,-1
378052,47,46,0,-1
136895,205,204,0,-1
22227,89,88,0,-1
3652,77,76,0,-1
135130,57,56,0,-1
115332,121,120,0,-1
308756,133,132,0,-1
604256,185,184,0,-1
544148,219,218,0,-1
713935,115,114,0,-1
680952,107,106,0,-1
47055,123,122,0,-1
595975,67,66,0,-1
560114,207,206,0,-1
763213,97,96,0,-1
423627,61,60,0,-1
732256,131,130,0,-1
224417,241,240,0,-1
560503,121,120,0,-1
454363,23,22,0,-1
631958,207,206,0,-1
442505,235,234,0,-1
753526,93,92,0,-1
264668,145,144,0,-1
5522,225,224,0,-1
410330,153,152,0,-1
32678,103,102,0,-1
28540,109,108,0,-1
731135,95,94,0,-1
288303,61,60,0,-1
725026,135,134,0,-1
143431,33,32,0,-1
149640,65,64,0,-1
537263,189,188,0,-1
518338,71,70,0,-1
180187,53,52,0,-1
732989,187,186,0,-1
652466,221,220,0,-1
469293,181,180,0,-1
30110,219,218,0,-1
570058,47,46,0,-1
283994,213,212,0,-1
299225,203,202,0,-1
385791,87,86,0,-1
214606,59,58,0,-1
423172,177,176,0,-1
591710,189,188,0,-1
203733,75,74,0,-1
551250,123,122,0,-1
602671,91,90,0,-1
380905,115,114,0,-1
565043,97,96,0,-1
406954,135,134,0,-1
368668,69,68,0,-1
357651,123,122,0,-1
650294,199,198,0,-1
494269,29,28,0,-1
781348,131,130,0,-1
470523,117,116,0,-1
611855,203,202,0,-1
715765,25,24,0,-1
184198,201,200,0,-1
457183,179,178,0,-1
416203,123,122,0,-1
426284,217,216,0,-1
734524,79,78,0,-1
392616,151,150,0,-1
389670,53,52,0,-1
280572,67,66,0,-1
202106,231,230,0,-1
708624,99,98,0,-1
204081,113,112,0,-1
55372,145,144,0,-1
8422,105,104,0,-1
252785,221,220,0,-1
417983,181,180,0,-1
250090,129,128,0,-1
739578,101,100,0,-1
63923,221,220,0,-1
646226,145,144,0,-1
104754,117,116,0,-1
13521,89,88,0,-1
623462,97,96,0,-1
31603,105,104,0,-1
387797,221,220,0,-1
194654,111,110,0,-1
528170,109,108,0,-1
552287,213,212,0,-1
674797,91,90,0,-1
703379,95,94,0,-1
659086,147,146,0,-1
742993,141,140,0,-1
157457,211,210,0,-1
604851,199,198,0,-1
119604,147,146,0,-1
538863,59,58,0,-1
79214,219,218,0,-1
508231,131,130,0,-1
416065,153,152,0,-1
661529,231,230,0,-1
297906,157,156,0,-1
457552,143,142,0,-1
407938,151,150,0,-1
542411,143,142,0,-1
499556,157,156,0,-1
282189,55,54,0,-1
493766,103,102,0,-1
234483,63,62,0,-1
278581,207,206,0,-1
639638,207,206,0,-1
51138,85,84,0,-1
540712,63,62,0,-1
463647,133,132,0,-1
410677,25,24,0,-1
137906,189,188,0,-1
534322,41,40,0,-1
136129,167,166,0,-1
624818,221,220,0,-1
457280,183,182,0,-1
235525,25,24,0,-1
559547,179,178,0,-1
428935,81,80,0,-1
61393,73,72,0,-1
30699,67,66,0,-1
435555,113,112,0,-1
601733,193,192,0,-1
454613,209,208,0,-1
657567,109,108,0,-1
350760,57,56,0,-1
266442,89,88,0,-1
93143,231,230,0,-1
39854,151,150,0,-1
434477,205,204,0,-1
109778,153,152,0,-1
606653,211,210,0,-1
34005,59,58,0,-1
493842,141,140,0,-1
419812,41,40,0,-1
616491,111,110,0,-1
396225,125,124,0,-1
36738,69,68,0,-1
424240,75,74,0,-1
668992,173,172,0,-1
373360,139,138,0,-1
431936,181,180,0,-1
649097,237,236,0,-1
604562,227,226,0,-1
335941,17,16,0,-1
179663,97,96,0,-1
502045,107,106,0,-1
719556,81,80,0,-1
759742,79,78,0,-1
308030,231,230,0,-1
185161,121,120,0,-1
34345,27,26,0,-1
541334,209,208,0,-1
311910,107,106,0,-1
51622,121,120,0,-1
401317,49,48,0,-1
51806,241,240,0,-1
48000,61,60,0,-1
208678,119,118,0,-1
709101,111,110,0,-1
152721,75,74,0,-1
111522,131,130,0,-1
43877,221,220,0,-1
27247,143,142,0,-1
459713,197,196,0,-1
117553,95,94,0,-1
467486,171,170,0,-1
407981,235,234,0,-1
558181,125,124,0,-1
155052,75,74,0,-1
454779,119,118,0,-1
421531,55,54,0,-1
451439,211,210,0,-1
193280,185,184,0,-1
570100,59,58,0,-1
362715,71,70,0,-1
416961,101,100,0,-1
558062,203,202,0,-1
82523,211,210,0,-1
713719,109,108,0,-1
203785,21,20,0,-1
299596,7,6,0,-1
73322,131,130,0,-1
436035,123,122,0,-1
635098,195,194,0,-1
61344,81,80,0,-1
425929,93,92,0,-1
240835,131,130,0,-1
4805,91,90,0,-1
977,225,224,0,-1
430929,119,118,0,-1
716134,87,86,0,-1
274449,71,70,0,-1
246291,53,52,0,-1
420732,129,128,0,-1
183670,123,122,0,-1
481369,101,100,0,-1
124338,89,88,0,-1
156454,101,100,0,-1
560874,73,72,0,-1
187349,87,86,0,-1
744499,131,130,0,-1
341801,233,232,0,-1
369705,55,54,0,-1
443424,67,66,0,-1
658698,113,112,0,-1
305415,117,116,0,-1
582339,69,68,0,-1
530975,219,218,0,-1
684014,183,182,0,-1
345794,183,182,0,-1
266981,197,196,0,-1
391394,187,186,0,-1
607565,215,214,0,-1
179460,111,110,0,-1
766931,207,206,0,-1
493359,83,82,0,-1
763682,179,178,0,-1
406715,101,100,0,-1
265347,95,94,0,-1
687485,199,198,0,-1
230396,239,238,0,-1
770329,97,96,0,-1
642488,187,186,0,-1
335037,79,78,0,-1
408464,203,202,0,-1
149921,227,226,0,-1
638894,99,98,0,-1
398729,231,230,0,-1
34221,179,178,0,-1
565419,97,96,0,-1
619849,175,174,0,-1
763657,71,70,0,-1
182295,79,78,0,-1
772247,223,222,0,-1
639766,197,196,0,-1
67018,149,148,0,-1
539992,163,162,0,-1
298538,165,164,0,-1
403527,115,114,0,-1
280234,73,72,0,-1
212127,133,132,0,-1
344006,237,236,0,-1
119358,51,50,0,-1
210749,75,74,0,-1
69332,125,124,0,-1
57952,73,72,0,-1
266188,7,6,0,-1
404509,9,8,0,-1
225622,191,190,0,-1
226351,27,26,0,-1
272457,85,84,0,-1
475104,97,96,0,-1
26056,67,66,0,-1
107320,211,210,0,-1
69945,95,94,0,-1
661801,19,18,0,-1
316472,123,122,0,-1
500000,87,86,0,-1
643322,235,234,0,-1
638583,91,90,0,-1
135439,21,20,0,-1
403653,73,72,0,-1
364418,77,76,0,-1
76302,175,174,0,-1
36666,77,76,0,-1
553164,65,64,0,-1
141438,127,126,0,-1
224141,243,242,0,-1
774369,83,82,0,-1
326324,211,210,0,-1
56694,67,66,0,-1
477601,139,138,0,-1
276275,193,192,0,-1
605935,189,188,0,-1
472715,87,86,0,-1
85177,25,24,0,-1
1013,223,222,0,-1
745267,75,74,0,-1
294705,117,116,0,-1
113984,101,100,0,-1
411980,193,192,0,-1
516424,59,58,0,-1
201468,83,82,0,-1
590642,223,222,0,-1
157346,121,120,0,-1
45308,221,220,0,-1
392592,121,120,0,-1
378645,61,60,0,-1
338158,65,64,0,-1
568314,121,120,0,-1
233187,123,122,0,-1
541896,165,164,0,-1
343203,71,70,0,-1
640212,109,108,0,-1
765700,103,102,0,-1
62463,169,168,0,-1
27639,61,60,0,-1
325495,103,102,0,-1
97695,121,120,0,-1
312414,177,176,0,-1
596949,203,202,0,-1
218656,25,24,0,-1
704488,91,90,0,-1
593264,179,178,0,-1
654730,87,86,0,-1
538572,137,136,0,-1
203239,31,30,0,-1
773503,95,94,0,-1
583856,223,222,0,-1
313217,235,234,0,-1
769225,175,174,0,-1
42250,103,102,0,-1
433157,177,176,0,-1
64775,83,82,0,-1
221201,103,102,0,-1
179682,69,68,0,-1
470849,227,226,0,-1
547318,79,78,0,-1
192706,37,36,0,-1
732903,77,76,0,-1
1387,55,54,0,-1
59652,115,114,0,-1
399037,31,30,0,-1
708262,127,126,0,-1
743847,89,88,0,-1
178348,135,134,0,-1
514842,79,78,0,-1
356996,213,212,0,-1
655416,99,98,0,-1
19641,105,104,0,-1
289329,175,174,0,-1
774240,101,100,0,-1
558887,91,90,0,-1
603340,225,224,0,-1
700728,85,84,0,-1
363338,221,220,0,-1
30752,137,136,0,-1
613039,101,100,0,-1
74233,89,88,0,-1
320903,235,234,0,-1
756311,211,210,0,-1
305385,117,116,0,-1
726316,189,188,0,-1
395050,69,68,0,-1
473820,79,78,0,-1
94905,121,120,0,-1
77540,217,216,0,-1
623709,97,96,0,-1
196251,111,110,0,-1
679706,219,218,0,-1
168212,203,202,0,-1
388506,137,136,0,-1
467046,103,102,0,-1
649261,123,122,0,-1
409195,27,26,0,-1
396460,131,130,0,-1
736145,207,206,0,-1
225505,137,136,0,-1
308506,131,130,0,-1
706881,90,91,1,1
466111,30,31,1,1
563658,128,129,1,1
321455,86,87,1,1
219188,142,143,1,1
287742,65,64,0,-1
582661,85,84,0,-1
689211,112,113,1,1
642924,201,200,0,-1
267917,157,156,0,-1
150403,127,126,0,-1
605825,221,220,0,-1
406351,73,72,0,-1
518108,196,197,1,1
551327,214,215,1,1
180339,64,65,1,1
341747,231,230,0,-1
114725,242,243,1,1
94976,199,198,0,-1
213439,205,204,0,-1
423369,172,173,1,1
245409,120,121,1,1
6712,78,79,1,1
621373,199,198,0,-1
257114,104,105,1,1
467422,85,84,0,-1
127453,67,66,0,-1
51422,223,222,0,-1
138196,60,61,1,1
700107,103,102,0,-1
296516,106,107,1,1
221833,27,26,0,-1
683397,76,77,1,1
617079,50,51,1,1
384296,175,174,0,-1
379389,124,125,1,1
462532,46,47,1,1
42475,146,147,1,1
234019,34,35,1,1
703020,115,114,0,-1
381065,239,238,0,-1
716624,204,205,1,1
162069,105,104,0,-1
593200,63,62,0,-1
336546,118,119,1,1
165938,133,132,0,-1
479412,85,84,0,-1
151243,35,34,0,-1
247305,62,63,1,1
729021,91,90,0,-1
555490,150,151,1,1
293420,135,134,0,-1
23593,28,29,1,1
586908,101,100,0,-1
530834,208,209,1,1
489876,131,130,0,-1
321349,66,67,1,1
256443,164,165,1,1
678010,104,105,1,1
181511,136,137,1,1
278430,67,66,0,-1
302107,28,29,1,1
757642,96,97,1,1
686214,96,97,1,1
478337,116,117,1,1
244843,34,35,1,1
392330,68,69,1,1
457250,136,137,1,1
569822,209,208,0,-1
352226,109,108,0,-1
338746,149,148,0,-1
702950,194,195,1,1
748729,94,95,1,1
605449,58,59,1,1
585933,149,148,0,-1
290713,31,30,0,-1
489789,129,128,0,-1
